timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/10/19 11:19:33.635, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:33.635, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:34.636, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:34.636, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:19:34.637, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:34.637, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:34.637, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:34.638, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:34.638, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:34.639, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:35.639, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:35.640, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:19:35.640, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:35.641, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:35.641, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:35.642, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:35.642, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:35.643, 7, Tesla M2050, 0 %, 0 %, 216 MiB
